Raw Filename,SamplerType,windowSize,sample_size ,parallel_count,cluster_centers,time taken
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=21.'] time: 1.9746580123901367",WillsSampler,400,40,8,21,1.974658012
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=31.'] time: 2.8334169387817383",WillsSampler,400,40,8,31,2.833416939
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=41.'] time: 4.18929386138916",WillsSampler,400,40,8,41,4.189293861
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=51.'] time: 6.6368608474731445",WillsSampler,400,40,8,51,6.636860847
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.6205918788909912",WillsSampler,400,40,8,6,0.6205918789
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=8.'] time: 5.574281930923462",WillsSampler,400,40,8,0,5.574281931
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.261462926864624",WillsSampler,400,40,16,1,0.2614629269
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=11.'] time: 1.0351049900054932",WillsSampler,400,40,16,11,1.03510499
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=16.'] time: 2.0007219314575195",WillsSampler,400,40,16,16,2.000721931
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=21.'] time: 2.4024951457977295",WillsSampler,400,40,16,21,2.402495146
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=31.'] time: 3.5369317531585693",WillsSampler,400,40,16,31,3.536931753
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=41.'] time: 4.3541789054870605",WillsSampler,400,40,16,41,4.354178905
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=51.'] time: 5.115332841873169",WillsSampler,400,40,16,51,5.115332842
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.7137689590454102",WillsSampler,400,40,16,6,0.713768959
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=16.'] time: 1.6264362335205078",WillsSampler,400,40,16,0,1.626436234
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.17146587371826172",WillsSampler,400,60,1,1,0.1714658737
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=11.'] time: 1.0071830749511719",WillsSampler,400,60,1,11,1.007183075
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=16.'] time: 2.006540060043335",WillsSampler,400,60,1,16,2.00654006
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=21.'] time: 2.8617987632751465",WillsSampler,400,60,1,21,2.861798763
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=31.'] time: 2.95206880569458",WillsSampler,400,60,1,31,2.952068806
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=41.'] time: 4.4668989181518555",WillsSampler,400,60,1,41,4.466898918
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=51.'] time: 4.285744905471802",WillsSampler,400,60,1,51,4.285744905
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.5938208103179932",WillsSampler,400,60,1,6,0.5938208103
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=1.'] time: 12.774649858474731",WillsSampler,400,60,1,0,12.77464986
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.3245701789855957",WillsSampler,400,60,2,1,0.324570179
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=11.'] time: 1.7638158798217773",WillsSampler,400,60,2,11,1.76381588
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=16.'] time: 2.4531352519989014",WillsSampler,400,60,2,16,2.453135252
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=21.'] time: 2.3746299743652344",WillsSampler,400,60,2,21,2.374629974
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=31.'] time: 4.469332218170166",WillsSampler,400,60,2,31,4.469332218
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=41.'] time: 4.654471158981323",WillsSampler,400,60,2,41,4.654471159
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=51.'] time: 6.069364070892334",WillsSampler,400,60,2,51,6.069364071
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.6204359531402588",WillsSampler,400,60,2,6,0.6204359531
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=2.'] time: 10.451532125473022",WillsSampler,400,60,2,0,10.45153213
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.17276716232299805",WillsSampler,400,60,4,1,0.1727671623
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=11.'] time: 1.0604908466339111",WillsSampler,400,60,4,11,1.060490847
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=16.'] time: 1.4765727519989014",WillsSampler,400,60,4,16,1.476572752
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=21.'] time: 2.374084234237671",WillsSampler,400,60,4,21,2.374084234
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=31.'] time: 3.5574951171875",WillsSampler,400,60,4,31,3.557495117
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=41.'] time: 3.953392267227173",WillsSampler,400,60,4,41,3.953392267
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=51.'] time: 4.683063745498657",WillsSampler,400,60,4,51,4.683063745
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.6094729900360107",WillsSampler,400,60,4,6,0.60947299
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=4.'] time: 10.651710987091064",WillsSampler,400,60,4,0,10.65171099
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.23840570449829102",WillsSampler,400,60,8,1,0.2384057045
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=11.'] time: 1.0405142307281494",WillsSampler,400,60,8,11,1.040514231
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=16.'] time: 1.4786300659179688",WillsSampler,400,60,8,16,1.478630066
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=21.'] time: 2.2054238319396973",WillsSampler,400,60,8,21,2.205423832
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=31.'] time: 3.4855499267578125",WillsSampler,400,60,8,31,3.485549927
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=41.'] time: 4.007882118225098",WillsSampler,400,60,8,41,4.007882118
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=51.'] time: 5.367537021636963",WillsSampler,400,60,8,51,5.367537022
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.6833767890930176",WillsSampler,400,60,8,6,0.6833767891
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=8.'] time: 4.912307977676392",WillsSampler,400,60,8,0,4.912307978
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.5344340801239014",WillsSampler,400,60,16,1,0.5344340801
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=11.'] time: 1.1605868339538574",WillsSampler,400,60,16,11,1.160586834
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=16.'] time: 1.481090784072876",WillsSampler,400,60,16,16,1.481090784
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=21.'] time: 1.9423103332519531",WillsSampler,400,60,16,21,1.942310333
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=31.'] time: 2.931870937347412",WillsSampler,400,60,16,31,2.931870937
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=41.'] time: 4.597509145736694",WillsSampler,400,60,16,41,4.597509146
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=51.'] time: 6.474989175796509",WillsSampler,400,60,16,51,6.474989176
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.822282075881958",WillsSampler,400,60,16,6,0.8222820759
"WillsSampler.w=400.['sample_size=60.', 'parallel_count=16.'] time: 1.751985788345337",WillsSampler,400,60,16,0,1.751985788
VaasInterchangeHopping_Sampler.w=400.['sample_size=30.'] time: 6.077416896820068,Ideal Sampler,400,30,0,0,6.077416897
VaasInterchangeHopping_Sampler.w=400.['sample_size=40.'] time: 7.35993504524231,Ideal Sampler,400,40,0,0,7.359935045
VaasInterchangeHopping_Sampler.w=400.['sample_size=60.'] time: 11.478674173355103,Ideal Sampler,400,60,0,0,11.47867417
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.2220001220703125",WillsSampler,500,30,1,1,0.2220001221
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=11.'] time: 1.2083251476287842",WillsSampler,500,30,1,11,1.208325148
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=16.'] time: 3.1802799701690674",WillsSampler,500,30,1,16,3.18027997
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=21.'] time: 2.347874641418457",WillsSampler,500,30,1,21,2.347874641
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=31.'] time: 4.29484486579895",WillsSampler,500,30,1,31,4.294844866
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=41.'] time: 4.224959135055542",WillsSampler,500,30,1,41,4.224959135
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=51.'] time: 5.9677910804748535",WillsSampler,500,30,1,51,5.96779108
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.726740837097168",WillsSampler,500,30,1,6,0.7267408371
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=1.'] time: 6.18764591217041",WillsSampler,500,30,1,0,6.187645912
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.22797012329101562",WillsSampler,500,30,2,1,0.2279701233
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=11.'] time: 1.3017351627349854",WillsSampler,500,30,2,11,1.301735163
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=16.'] time: 1.8961670398712158",WillsSampler,500,30,2,16,1.89616704
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=21.'] time: 2.3611950874328613",WillsSampler,500,30,2,21,2.361195087
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=31.'] time: 3.4809608459472656",WillsSampler,500,30,2,31,3.480960846
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=41.'] time: 5.927489995956421",WillsSampler,500,30,2,41,5.927489996
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=51.'] time: 7.291095018386841",WillsSampler,500,30,2,51,7.291095018
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=6.'] time: 1.0626003742218018",WillsSampler,500,30,2,6,1.062600374
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=2.'] time: 7.200985908508301",WillsSampler,500,30,2,0,7.200985909
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.2986338138580322",WillsSampler,500,30,4,1,0.2986338139
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=11.'] time: 1.3049201965332031",WillsSampler,500,30,4,11,1.304920197
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=16.'] time: 1.9272119998931885",WillsSampler,500,30,4,16,1.927212
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=21.'] time: 3.335381031036377",WillsSampler,500,30,4,21,3.335381031
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=31.'] time: 4.193346977233887",WillsSampler,500,30,4,31,4.193346977
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=41.'] time: 5.488531112670898",WillsSampler,500,30,4,41,5.488531113
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=51.'] time: 6.964399099349976",WillsSampler,500,30,4,51,6.964399099
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.7340059280395508",WillsSampler,500,30,4,6,0.734005928
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=4.'] time: 6.742777109146118",WillsSampler,500,30,4,0,6.742777109
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.2125401496887207",WillsSampler,500,30,8,1,0.2125401497
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=11.'] time: 1.497581958770752",WillsSampler,500,30,8,11,1.497581959
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=16.'] time: 1.8318610191345215",WillsSampler,500,30,8,16,1.831861019
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=21.'] time: 2.3707120418548584",WillsSampler,500,30,8,21,2.370712042
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=31.'] time: 3.9942240715026855",WillsSampler,500,30,8,31,3.994224072
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=41.'] time: 4.867660045623779",WillsSampler,500,30,8,41,4.867660046
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=51.'] time: 6.696099042892456",WillsSampler,500,30,8,51,6.696099043
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.8078279495239258",WillsSampler,500,30,8,6,0.8078279495
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=8.'] time: 4.781852960586548",WillsSampler,500,30,8,0,4.781852961
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.21933293342590332",WillsSampler,500,30,16,1,0.2193329334
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=11.'] time: 2.500274181365967",WillsSampler,500,30,16,11,2.500274181
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=16.'] time: 1.7431418895721436",WillsSampler,500,30,16,16,1.74314189
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=21.'] time: 2.34539794921875",WillsSampler,500,30,16,21,2.345397949
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=31.'] time: 4.1087939739227295",WillsSampler,500,30,16,31,4.108793974
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=41.'] time: 4.524596929550171",WillsSampler,500,30,16,41,4.52459693
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=51.'] time: 5.551106929779053",WillsSampler,500,30,16,51,5.55110693
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.7181248664855957",WillsSampler,500,30,16,6,0.7181248665
"WillsSampler.w=500.['sample_size=30.', 'parallel_count=16.'] time: 2.7884809970855713",WillsSampler,500,30,16,0,2.788480997
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.20995688438415527",WillsSampler,500,40,1,1,0.2099568844
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=11.'] time: 1.1977190971374512",WillsSampler,500,40,1,11,1.197719097
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=16.'] time: 1.8064298629760742",WillsSampler,500,40,1,16,1.806429863
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=21.'] time: 2.2307281494140625",WillsSampler,500,40,1,21,2.230728149
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=31.'] time: 3.1996121406555176",WillsSampler,500,40,1,31,3.199612141
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=41.'] time: 4.092757940292358",WillsSampler,500,40,1,41,4.09275794
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=51.'] time: 5.167474269866943",WillsSampler,500,40,1,51,5.16747427
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.73992919921875",WillsSampler,500,40,1,6,0.7399291992
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=1.'] time: 8.628154993057251",WillsSampler,500,40,1,0,8.628154993
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.21621179580688477",WillsSampler,500,40,2,1,0.2162117958
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=11.'] time: 1.2642252445220947",WillsSampler,500,40,2,11,1.264225245
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=16.'] time: 1.8242077827453613",WillsSampler,500,40,2,16,1.824207783
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=21.'] time: 2.361492872238159",WillsSampler,500,40,2,21,2.361492872
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=31.'] time: 3.462999105453491",WillsSampler,500,40,2,31,3.462999105
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=41.'] time: 4.444524049758911",WillsSampler,500,40,2,41,4.44452405
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=51.'] time: 5.448462963104248",WillsSampler,500,40,2,51,5.448462963
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.7373178005218506",WillsSampler,500,40,2,6,0.7373178005
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=2.'] time: 8.33884572982788",WillsSampler,500,40,2,0,8.33884573
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.2631409168243408",WillsSampler,500,40,4,1,0.2631409168
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=11.'] time: 1.4560558795928955",WillsSampler,500,40,4,11,1.45605588
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=16.'] time: 1.8978700637817383",WillsSampler,500,40,4,16,1.897870064
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=21.'] time: 2.5189571380615234",WillsSampler,500,40,4,21,2.518957138
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=31.'] time: 4.9170191287994385",WillsSampler,500,40,4,31,4.917019129
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=41.'] time: 4.512655019760132",WillsSampler,500,40,4,41,4.51265502
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=51.'] time: 6.477374076843262",WillsSampler,500,40,4,51,6.477374077
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.7259612083435059",WillsSampler,500,40,4,6,0.7259612083
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=4.'] time: 8.278757810592651",WillsSampler,500,40,4,0,8.278757811
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.20358610153198242",WillsSampler,500,40,8,1,0.2035861015
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=11.'] time: 1.2692170143127441",WillsSampler,500,40,8,11,1.269217014
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=16.'] time: 2.1160781383514404",WillsSampler,500,40,8,16,2.116078138
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=21.'] time: 2.4179110527038574",WillsSampler,500,40,8,21,2.417911053
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=31.'] time: 3.9718821048736572",WillsSampler,500,40,8,31,3.971882105
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=41.'] time: 4.550557851791382",WillsSampler,500,40,8,41,4.550557852
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=51.'] time: 5.871667861938477",WillsSampler,500,40,8,51,5.871667862
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.7373058795928955",WillsSampler,500,40,8,6,0.7373058796
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=8.'] time: 6.4081621170043945",WillsSampler,500,40,8,0,6.408162117
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.34929418563842773",WillsSampler,500,40,16,1,0.3492941856
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=11.'] time: 1.6490628719329834",WillsSampler,500,40,16,11,1.649062872
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=16.'] time: 2.4986789226531982",WillsSampler,500,40,16,16,2.498678923
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=21.'] time: 2.7030131816864014",WillsSampler,500,40,16,21,2.703013182
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=31.'] time: 3.41191029548645",WillsSampler,500,40,16,31,3.411910295
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=41.'] time: 6.572938919067383",WillsSampler,500,40,16,41,6.572938919
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=51.'] time: 5.638374090194702",WillsSampler,500,40,16,51,5.63837409
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.7294731140136719",WillsSampler,500,40,16,6,0.729473114
"WillsSampler.w=500.['sample_size=40.', 'parallel_count=16.'] time: 2.3846356868743896",WillsSampler,500,40,16,0,2.384635687
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.25604677200317383",WillsSampler,500,60,1,1,0.256046772
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=11.'] time: 1.2248291969299316",WillsSampler,500,60,1,11,1.224829197
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=16.'] time: 1.8408901691436768",WillsSampler,500,60,1,16,1.840890169
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=21.'] time: 2.747919797897339",WillsSampler,500,60,1,21,2.747919798
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=31.'] time: 3.8286237716674805",WillsSampler,500,60,1,31,3.828623772
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=41.'] time: 6.765093088150024",WillsSampler,500,60,1,41,6.765093088
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=51.'] time: 6.945508003234863",WillsSampler,500,60,1,51,6.945508003
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.7464709281921387",WillsSampler,500,60,1,6,0.7464709282
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=1.'] time: 11.894743919372559",WillsSampler,500,60,1,0,11.89474392
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.2153940200805664",WillsSampler,500,60,2,1,0.2153940201
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=11.'] time: 1.85247802734375",WillsSampler,500,60,2,11,1.852478027
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=16.'] time: 2.1541099548339844",WillsSampler,500,60,2,16,2.154109955
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=21.'] time: 2.479914903640747",WillsSampler,500,60,2,21,2.479914904
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=31.'] time: 3.6449661254882812",WillsSampler,500,60,2,31,3.644966125
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=41.'] time: 5.862537860870361",WillsSampler,500,60,2,41,5.862537861
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=51.'] time: 6.6262428760528564",WillsSampler,500,60,2,51,6.626242876
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=6.'] time: 1.3279590606689453",WillsSampler,500,60,2,6,1.327959061
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=2.'] time: 13.678931951522827",WillsSampler,500,60,2,0,13.67893195
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.2103276252746582",WillsSampler,500,60,4,1,0.2103276253
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=11.'] time: 1.2777490615844727",WillsSampler,500,60,4,11,1.277749062
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=16.'] time: 1.8654818534851074",WillsSampler,500,60,4,16,1.865481853
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=21.'] time: 2.4094159603118896",WillsSampler,500,60,4,21,2.40941596
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=31.'] time: 3.619443416595459",WillsSampler,500,60,4,31,3.619443417
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=41.'] time: 4.5457189083099365",WillsSampler,500,60,4,41,4.545718908
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=51.'] time: 5.686726331710815",WillsSampler,500,60,4,51,5.686726332
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.7538061141967773",WillsSampler,500,60,4,6,0.7538061142
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=4.'] time: 9.526901006698608",WillsSampler,500,60,4,0,9.526901007
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.21241402626037598",WillsSampler,500,60,8,1,0.2124140263
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=11.'] time: 1.2541980743408203",WillsSampler,500,60,8,11,1.254198074
"WillsSampler.w=500.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=16.'] time: 1.7970139980316162",WillsSampler,500,60,8,16,1.797013998
